event_id,timestamp,firewall_name,action,direction,protocol,source_ip,source_port,destination_ip,destination_port,bytes_sent,bytes_received,duration_sec,country,alert_flag,rule_triggered
FW-201014,2026-06-01 10:59:14,FW-BRANCH-04,Allow,Outbound,HTTPS,192.168.4.215,40213,103.100.250.122,8080,46592,156139,82,Singapore,None,ALLOW_OUTBOUND_WEB
FW-201983,2026-06-01 11:37:05,FW-CORE-01,Block,Inbound,TCP,103.76.228.12,60313,192.168.2.62,3389,183,198,0,Romania,RDP_BruteForce,ALERT_RDP_BRUTEFORCE
FW-200382,2026-06-01 12:08:20,FW-BRANCH-04,Allow,Outbound,HTTPS,192.168.5.24,20576,103.1.16.204,8080,4583,81051,90,UK,None,ALLOW_OUTBOUND_WEB
FW-201894,2026-06-01 13:11:11,FW-CORE-01,Block,Inbound,TCP,103.76.228.12,7529,192.168.1.51,139,374,0,0,China,Blocked_Suspicious_IP,BLOCK_BLACKLIST_IP
FW-200471,2026-06-01 14:28:23,FW-CORE-01,Allow,Outbound,HTTPS,192.168.1.242,4173,103.198.98.248,53,26430,80541,120,UK,None,ALLOW_OUTBOUND_WEB
FW-200441,2026-06-01 14:37:44,FW-EDGE-02,Allow,Outbound,HTTP,192.168.2.76,51053,103.113.153.181,53,38227,157276,71,Singapore,None,ALLOW_OUTBOUND_WEB
FW-200220,2026-06-01 15:09:08,FW-CORE-01,Allow,Outbound,TCP,192.168.3.130,43472,103.177.126.15,8080,49018,30516,279,Singapore,None,ALLOW_OUTBOUND_WEB
FW-202069,2026-06-01 15:40:55,FW-BRANCH-04,Block,Inbound,TCP,198.199.119.148,4728,192.168.2.31,3389,239,4,0,Russia,RDP_BruteForce,ALERT_RDP_BRUTEFORCE
FW-201757,2026-06-01 15:44:16,FW-DMZ-03,Block,Inbound,UDP,198.199.119.148,30503,192.168.1.242,22,173,0,0,Romania,Blocked_Suspicious_IP,BLOCK_BLACKLIST_IP
FW-201819,2026-06-01 16:39:37,FW-DMZ-03,Block,Inbound,TCP,198.199.119.148,10120,192.168.3.73,3389,50,0,0,China,Blocked_Suspicious_IP,BLOCK_BLACKLIST_IP
FW-201055,2026-06-01 17:21:30,FW-BRANCH-04,Allow,Outbound,DNS,192.168.4.247,12699,103.125.235.91,53,1802,83215,137,UK,None,ALLOW_OUTBOUND_WEB
FW-200194,2026-06-01 17:32:35,FW-DMZ-03,Allow,Outbound,TCP,192.168.4.131,19376,103.162.11.191,53,45698,58576,280,Singapore,None,ALLOW_OUTBOUND_WEB
FW-202164,2026-06-01 18:15:26,FW-CORE-01,Block,Inbound,TCP,103.35.62.67,64467,192.168.5.143,443,302,0,0,India,None,BLOCK_INBOUND_DEFAULT
FW-202291,2026-06-01 18:27:00,FW-CORE-01,Block,Inbound,ICMP,103.23.25.148,25551,192.168.1.206,8080,421,0,0,India,None,BLOCK_INBOUND_DEFAULT
FW-202152,2026-06-01 18:32:38,FW-DMZ-03,Block,Inbound,FTP,103.4.243.253,45234,192.168.3.130,443,193,0,0,Germany,None,BLOCK_INBOUND_DEFAULT
FW-201132,2026-06-01 19:05:51,FW-BRANCH-04,Allow,Outbound,TCP,192.168.2.39,27775,103.193.150.243,443,5395,193126,81,Singapore,None,ALLOW_OUTBOUND_WEB
FW-202037,2026-06-01 19:34:45,FW-CORE-01,Block,Inbound,TCP,194.165.16.72,10407,192.168.5.48,3389,240,58,3,Romania,RDP_BruteForce,ALERT_RDP_BRUTEFORCE
FW-200609,2026-06-01 20:22:59,FW-CORE-01,Allow,Outbound,HTTP,192.168.5.86,45400,103.35.62.67,80,12575,180405,260,India,None,ALLOW_OUTBOUND_WEB
FW-202211,2026-06-01 20:23:34,FW-CORE-01,Block,Inbound,UDP,103.92.195.254,8075,192.168.2.144,143,395,0,0,Japan,None,BLOCK_INBOUND_DEFAULT
FW-202171,2026-06-01 20:28:27,FW-CORE-01,Block,Inbound,UDP,103.138.20.26,22591,192.168.5.101,22,490,0,0,USA,None,BLOCK_INBOUND_DEFAULT
FW-200742,2026-06-01 21:29:03,FW-DMZ-03,Allow,Outbound,HTTP,192.168.5.84,56002,103.136.15.213,443,11847,41741,29,India,None,ALLOW_OUTBOUND_WEB
FW-200529,2026-06-01 21:53:07,FW-CORE-01,Allow,Outbound,HTTPS,192.168.2.144,18820,103.9.14.127,8080,5324,39147,1,Singapore,None,ALLOW_OUTBOUND_WEB
FW-201813,2026-06-01 22:11:18,FW-DMZ-03,Block,Inbound,TCP,179.43.128.55,15306,192.168.2.31,445,243,0,0,North Korea,Blocked_Suspicious_IP,BLOCK_BLACKLIST_IP
FW-200414,2026-06-01 22:56:51,FW-EDGE-02,Allow,Outbound,HTTPS,192.168.1.52,24479,103.193.107.148,53,49530,58465,195,India,None,ALLOW_OUTBOUND_WEB
FW-202087,2026-06-01 23:11:51,FW-EDGE-02,Allow,Outbound,FTP,192.168.4.204,19878,179.43.128.55,21,44814514,170,390,Russia,Possible_Data_Exfiltration,ALERT_LARGE_OUTBOUND
FW-201106,2026-06-01 23:23:11,FW-CORE-01,Allow,Outbound,HTTP,192.168.1.242,47585,103.199.236.142,80,1701,149841,207,India,None,ALLOW_OUTBOUND_WEB
FW-200172,2026-06-01 23:31:59,FW-BRANCH-04,Allow,Outbound,HTTPS,192.168.3.219,39602,103.198.98.248,53,49239,38657,176,Singapore,None,ALLOW_OUTBOUND_WEB
FW-202143,2026-06-01 23:36:57,FW-BRANCH-04,Block,Inbound,UDP,103.124.38.195,2239,192.168.1.85,25,382,0,0,USA,None,BLOCK_INBOUND_DEFAULT
FW-202121,2026-06-02 01:42:57,FW-CORE-01,Allow,Outbound,TCP,192.168.1.51,23879,179.43.128.55,443,16860472,368,36,China,Possible_Data_Exfiltration,ALERT_LARGE_OUTBOUND
FW-202055,2026-06-02 02:17:26,FW-DMZ-03,Block,Inbound,TCP,198.199.119.148,15353,192.168.2.62,22,234,138,4,Russia,SSH_BruteForce,ALERT_SSH_BRUTEFORCE
FW-200369,2026-06-02 02:25:35,FW-DMZ-03,Allow,Outbound,HTTPS,192.168.5.32,9636,103.70.114.161,443,25583,54521,210,Singapore,None,ALLOW_OUTBOUND_WEB
FW-202169,2026-06-02 02:56:45,FW-DMZ-03,Block,Inbound,HTTPS,103.199.236.142,45489,192.168.3.130,3389,153,0,0,Japan,None,BLOCK_INBOUND_DEFAULT
FW-201705,2026-06-02 03:09:54,FW-EDGE-02,Block,Inbound,TCP,103.76.228.12,59378,192.168.5.48,445,130,0,0,Iran,Blocked_Suspicious_IP,BLOCK_BLACKLIST_IP
FW-201007,2026-06-02 03:16:03,FW-BRANCH-04,Allow,Outbound,TCP,192.168.1.242,47234,103.52.179.144,53,27159,99832,82,USA,None,ALLOW_OUTBOUND_WEB
FW-200836,2026-06-02 03:27:16,FW-EDGE-02,Allow,Outbound,HTTP,192.168.1.206,38627,103.120.30.222,80,39157,151039,117,USA,None,ALLOW_OUTBOUND_WEB
FW-202181,2026-06-02 05:56:11,FW-BRANCH-04,Block,Inbound,HTTPS,103.182.190.55,26449,192.168.1.63,110,289,0,0,Brazil,None,BLOCK_INBOUND_DEFAULT
FW-200192,2026-06-02 06:52:44,FW-BRANCH-04,Allow,Outbound,DNS,192.168.1.52,37118,103.100.250.122,8080,28871,115904,292,India,None,ALLOW_OUTBOUND_WEB
FW-200720,2026-06-02 07:27:39,FW-CORE-01,Allow,Outbound,HTTPS,192.168.4.129,44355,103.177.126.15,80,35704,86665,90,Singapore,None,ALLOW_OUTBOUND_WEB
FW-202286,2026-06-02 08:00:53,FW-CORE-01,Block,Inbound,DNS,103.9.14.127,61928,192.168.1.85,25,336,0,0,India,None,BLOCK_INBOUND_DEFAULT
FW-200095,2026-06-02 08:19:37,FW-BRANCH-04,Allow,Outbound,HTTP,192.168.5.48,38713,103.178.168.25,53,26646,194289,5,Singapore,None,ALLOW_OUTBOUND_WEB
FW-201113,2026-06-02 08:41:39,FW-BRANCH-04,Allow,Outbound,HTTPS,192.168.1.212,40132,103.104.189.36,8080,30642,87436,298,Singapore,None,ALLOW_OUTBOUND_WEB
FW-200202,2026-06-02 09:11:36,FW-CORE-01,Allow,Outbound,TCP,192.168.1.85,6799,103.177.126.15,53,18978,80068,54,UK,None,ALLOW_OUTBOUND_WEB
FW-200728,2026-06-02 09:33:01,FW-BRANCH-04,Allow,Outbound,HTTP,192.168.3.73,20110,103.113.153.181,80,31971,137481,57,UK,None,ALLOW_OUTBOUND_WEB
FW-200606,2026-06-02 09:48:45,FW-BRANCH-04,Allow,Outbound,HTTP,192.168.2.245,14040,103.60.172.129,53,21660,127462,245,India,None,ALLOW_OUTBOUND_WEB
FW-200835,2026-06-02 10:13:13,FW-CORE-01,Allow,Outbound,DNS,192.168.2.62,61068,103.23.25.148,80,14008,8333,64,USA,None,ALLOW_OUTBOUND_WEB
FW-201897,2026-06-02 11:08:31,FW-DMZ-03,Block,Inbound,UDP,194.165.16.72,27400,192.168.4.215,1433,82,0,0,North Korea,Blocked_Suspicious_IP,BLOCK_BLACKLIST_IP
FW-200715,2026-06-02 12:15:58,FW-DMZ-03,Allow,Outbound,HTTPS,192.168.1.63,47119,103.120.30.222,8080,18853,116738,67,India,None,ALLOW_OUTBOUND_WEB
FW-201932,2026-06-02 14:44:10,FW-DMZ-03,Block,Inbound,UDP,185.220.101.45,5379,192.168.1.52,135,402,0,0,Iran,Blocked_Suspicious_IP,BLOCK_BLACKLIST_IP
FW-202194,2026-06-02 14:57:15,FW-DMZ-03,Block,Inbound,ICMP,103.9.14.127,31135,192.168.1.51,110,127,0,0,Brazil,None,BLOCK_INBOUND_DEFAULT
FW-200657,2026-06-02 15:10:57,FW-BRANCH-04,Allow,Outbound,HTTP,192.168.4.210,9073,103.60.172.129,8080,786,54023,131,India,None,ALLOW_OUTBOUND_WEB
FW-200270,2026-06-02 15:55:38,FW-EDGE-02,Allow,Outbound,DNS,192.168.5.143,63102,103.100.250.122,53,47682,31915,162,India,None,ALLOW_OUTBOUND_WEB
FW-201190,2026-06-02 15:59:32,FW-BRANCH-04,Allow,Outbound,HTTPS,192.168.5.215,31885,103.92.195.254,443,7722,66270,145,USA,None,ALLOW_OUTBOUND_WEB
FW-201950,2026-06-02 17:12:43,FW-EDGE-02,Block,Inbound,TCP,185.220.101.45,65183,192.168.5.101,3389,258,133,0,Russia,RDP_BruteForce,ALERT_RDP_BRUTEFORCE
FW-200229,2026-06-02 18:18:11,FW-BRANCH-04,Allow,Outbound,HTTPS,192.168.5.215,8260,103.162.11.191,80,19843,83638,130,UK,None,ALLOW_OUTBOUND_WEB
FW-202306,2026-06-02 20:03:10,FW-CORE-01,Block,Inbound,UDP,103.178.168.25,10791,192.168.1.212,8443,433,0,0,Brazil,None,BLOCK_INBOUND_DEFAULT
FW-200831,2026-06-02 20:07:29,FW-CORE-01,Allow,Outbound,HTTP,192.168.1.212,59479,103.130.232.145,53,3635,140357,212,UK,None,ALLOW_OUTBOUND_WEB
FW-200505,2026-06-02 20:43:55,FW-EDGE-02,Allow,Outbound,HTTPS,192.168.5.48,26271,103.100.250.122,53,29352,7331,228,India,None,ALLOW_OUTBOUND_WEB
FW-200621,2026-06-02 20:44:45,FW-DMZ-03,Allow,Outbound,DNS,192.168.4.204,29753,103.177.126.15,80,41519,124482,72,India,None,ALLOW_OUTBOUND_WEB
FW-202173,2026-06-02 21:53:15,FW-BRANCH-04,Block,Inbound,ICMP,103.138.250.28,60718,192.168.3.144,143,130,0,0,India,None,BLOCK_INBOUND_DEFAULT
FW-200241,2026-06-02 22:38:00,FW-CORE-01,Allow,Outbound,HTTP,192.168.1.85,28606,103.38.77.136,8080,38190,88097,224,UK,None,ALLOW_OUTBOUND_WEB
FW-200013,2026-06-02 23:16:21,FW-EDGE-02,Allow,Outbound,HTTP,192.168.4.46,24265,103.199.236.142,8080,14993,41645,177,USA,None,ALLOW_OUTBOUND_WEB
FW-202248,2026-06-03 00:19:30,FW-BRANCH-04,Block,Inbound,SSH,103.138.20.26,22829,192.168.5.24,443,275,0,0,India,None,BLOCK_INBOUND_DEFAULT
FW-200893,2026-06-03 00:49:07,FW-CORE-01,Allow,Outbound,HTTP,192.168.2.62,2047,103.70.114.161,53,23231,65465,65,Singapore,None,ALLOW_OUTBOUND_WEB
FW-200912,2026-06-03 00:54:35,FW-DMZ-03,Allow,Outbound,DNS,192.168.2.144,8270,103.177.126.15,8080,22724,133093,235,UK,None,ALLOW_OUTBOUND_WEB
FW-200277,2026-06-03 03:37:29,FW-CORE-01,Allow,Outbound,HTTP,192.168.3.219,11521,103.100.250.122,80,45618,171196,58,USA,None,ALLOW_OUTBOUND_WEB
FW-200051,2026-06-03 03:58:16,FW-EDGE-02,Allow,Outbound,HTTP,192.168.3.163,64685,103.136.15.213,53,8756,144591,190,Singapore,None,ALLOW_OUTBOUND_WEB
FW-201051,2026-06-03 05:59:13,FW-BRANCH-04,Allow,Outbound,HTTPS,192.168.1.85,1230,103.191.85.218,8080,16028,137182,261,India,None,ALLOW_OUTBOUND_WEB
FW-200227,2026-06-03 06:34:36,FW-EDGE-02,Allow,Outbound,HTTPS,192.168.4.46,1689,103.23.25.148,8080,7691,102222,253,USA,None,ALLOW_OUTBOUND_WEB
FW-202066,2026-06-03 07:01:07,FW-BRANCH-04,Allow,Inbound,TCP,91.191.209.33,47606,192.168.4.247,22,130,140,5,Russia,SSH_BruteForce,ALERT_SSH_BRUTEFORCE
FW-200443,2026-06-03 07:08:27,FW-DMZ-03,Allow,Outbound,TCP,192.168.3.171,4279,103.154.107.126,8080,607,41936,220,USA,None,ALLOW_OUTBOUND_WEB
FW-201012,2026-06-03 07:17:10,FW-CORE-01,Allow,Outbound,HTTP,192.168.5.143,65343,103.125.235.91,53,30389,58155,7,UK,None,ALLOW_OUTBOUND_WEB
FW-200008,2026-06-03 07:19:33,FW-CORE-01,Allow,Outbound,HTTP,192.168.1.52,6188,103.54.198.215,53,23762,119162,3,India,None,ALLOW_OUTBOUND_WEB
FW-200020,2026-06-03 08:24:19,FW-EDGE-02,Allow,Outbound,HTTPS,192.168.3.73,22596,103.138.20.26,8080,28145,182955,13,UK,None,ALLOW_OUTBOUND_WEB
FW-200190,2026-06-03 08:30:15,FW-CORE-01,Allow,Outbound,DNS,192.168.1.206,42656,103.39.7.13,8080,46896,153481,121,USA,None,ALLOW_OUTBOUND_WEB
FW-202253,2026-06-03 09:34:48,FW-BRANCH-04,Block,Inbound,HTTPS,103.120.30.222,59802,192.168.2.76,53,460,0,0,Japan,None,BLOCK_INBOUND_DEFAULT
FW-202134,2026-06-03 10:13:37,FW-DMZ-03,Block,Inbound,FTP,103.200.67.137,18218,192.168.5.143,21,106,0,0,India,None,BLOCK_INBOUND_DEFAULT
FW-201803,2026-06-03 11:04:25,FW-BRANCH-04,Block,Inbound,UDP,103.76.228.12,41352,192.168.2.158,22,137,0,0,China,Blocked_Suspicious_IP,BLOCK_BLACKLIST_IP
FW-200813,2026-06-03 14:30:49,FW-EDGE-02,Allow,Outbound,DNS,192.168.1.66,18441,103.111.31.66,443,31892,9051,227,USA,None,ALLOW_OUTBOUND_WEB
FW-200404,2026-06-03 16:38:37,FW-DMZ-03,Allow,Outbound,TCP,192.168.5.48,37536,103.138.20.26,80,244,106412,93,Singapore,None,ALLOW_OUTBOUND_WEB
FW-201836,2026-06-03 18:57:37,FW-CORE-01,Block,Inbound,UDP,194.165.16.72,60083,192.168.4.131,445,151,0,0,China,Blocked_Suspicious_IP,BLOCK_BLACKLIST_IP
FW-200860,2026-06-03 20:16:50,FW-EDGE-02,Allow,Outbound,TCP,192.168.4.210,41720,103.148.183.188,80,11991,81008,231,UK,None,ALLOW_OUTBOUND_WEB
FW-200670,2026-06-03 20:23:50,FW-DMZ-03,Allow,Outbound,HTTPS,192.168.2.76,61786,103.197.206.99,80,457,113921,173,India,None,ALLOW_OUTBOUND_WEB
FW-200480,2026-06-03 20:36:37,FW-DMZ-03,Allow,Outbound,HTTP,192.168.1.85,51602,103.178.168.25,443,21165,14006,242,India,None,ALLOW_OUTBOUND_WEB
FW-200542,2026-06-03 21:28:36,FW-BRANCH-04,Allow,Outbound,DNS,192.168.1.66,39175,103.23.171.237,8080,38097,76383,204,UK,None,ALLOW_OUTBOUND_WEB
FW-200600,2026-06-03 22:06:10,FW-EDGE-02,Allow,Outbound,HTTP,192.168.4.204,47813,103.32.90.240,443,3415,110997,146,UK,None,ALLOW_OUTBOUND_WEB
FW-200763,2026-06-03 22:23:20,FW-EDGE-02,Allow,Outbound,DNS,192.168.5.86,56855,103.9.14.127,53,4928,132541,288,UK,None,ALLOW_OUTBOUND_WEB
FW-202305,2026-06-03 22:37:23,FW-EDGE-02,Block,Inbound,ICMP,103.191.85.218,38712,192.168.4.129,143,205,0,0,USA,None,BLOCK_INBOUND_DEFAULT
FW-200758,2026-06-04 00:01:51,FW-EDGE-02,Allow,Outbound,DNS,192.168.2.39,63193,103.198.250.104,53,31980,60496,52,UK,None,ALLOW_OUTBOUND_WEB
FW-200019,2026-06-04 00:02:22,FW-BRANCH-04,Allow,Outbound,HTTPS,192.168.3.73,11870,103.119.212.21,80,3337,129387,296,Singapore,None,ALLOW_OUTBOUND_WEB
FW-200999,2026-06-04 01:07:58,FW-DMZ-03,Allow,Outbound,DNS,192.168.2.158,5442,103.200.67.137,80,16550,133498,178,Singapore,None,ALLOW_OUTBOUND_WEB
FW-201135,2026-06-04 01:28:16,FW-DMZ-03,Allow,Outbound,TCP,192.168.3.2,58106,103.23.25.148,53,28279,124679,173,USA,None,ALLOW_OUTBOUND_WEB
FW-200852,2026-06-04 01:28:21,FW-DMZ-03,Allow,Outbound,DNS,192.168.1.212,51087,103.193.150.243,8080,47766,95348,274,UK,None,ALLOW_OUTBOUND_WEB
FW-202238,2026-06-04 02:04:57,FW-DMZ-03,Block,Inbound,ICMP,103.191.85.218,20227,192.168.2.62,3306,279,0,0,Germany,None,BLOCK_INBOUND_DEFAULT
FW-202042,2026-06-04 03:29:23,FW-CORE-01,Block,Inbound,TCP,179.43.128.55,27172,192.168.2.144,22,43,41,1,Russia,SSH_BruteForce,ALERT_SSH_BRUTEFORCE
FW-201730,2026-06-04 04:22:27,FW-BRANCH-04,Block,Inbound,TCP,198.199.119.148,21404,192.168.2.158,1433,105,0,0,China,Blocked_Suspicious_IP,BLOCK_BLACKLIST_IP
FW-200129,2026-06-04 04:32:30,FW-BRANCH-04,Allow,Outbound,DNS,192.168.2.76,43296,103.167.121.211,8080,4088,177423,97,India,None,ALLOW_OUTBOUND_WEB
FW-200662,2026-06-04 04:53:28,FW-CORE-01,Allow,Outbound,TCP,192.168.5.143,20906,103.113.153.181,80,41675,27187,1,UK,None,ALLOW_OUTBOUND_WEB
FW-202145,2026-06-04 05:32:51,FW-DMZ-03,Block,Inbound,FTP,103.156.136.64,42900,192.168.2.62,8443,205,0,0,Brazil,None,BLOCK_INBOUND_DEFAULT
FW-201693,2026-06-04 07:42:46,FW-EDGE-02,Block,Inbound,UDP,45.33.32.156,13513,192.168.2.76,3306,296,0,0,Russia,Blocked_Suspicious_IP,BLOCK_BLACKLIST_IP
FW-200677,2026-06-04 08:20:08,FW-DMZ-03,Allow,Outbound,HTTP,192.168.4.247,18164,103.177.126.15,8080,48140,54428,148,India,None,ALLOW_OUTBOUND_WEB
FW-200873,2026-06-04 10:40:51,FW-EDGE-02,Allow,Outbound,HTTP,192.168.5.24,16195,103.177.126.15,80,27451,59604,122,Singapore,None,ALLOW_OUTBOUND_WEB
FW-200245,2026-06-04 10:44:54,FW-DMZ-03,Allow,Outbound,HTTP,192.168.5.84,56140,103.32.90.240,8080,37046,8408,75,Singapore,None,ALLOW_OUTBOUND_WEB
FW-200546,2026-06-04 11:17:01,FW-BRANCH-04,Allow,Outbound,TCP,192.168.3.130,18078,103.177.126.15,80,30078,40239,255,UK,None,ALLOW_OUTBOUND_WEB
FW-201152,2026-06-04 11:43:51,FW-EDGE-02,Allow,Outbound,DNS,192.168.3.9,2100,103.154.107.126,443,38198,194920,239,India,None,ALLOW_OUTBOUND_WEB
FW-200331,2026-06-04 13:06:59,FW-CORE-01,Allow,Outbound,HTTPS,192.168.1.206,63998,103.138.20.26,8080,7242,110055,202,Singapore,None,ALLOW_OUTBOUND_WEB
FW-200463,2026-06-04 13:11:38,FW-BRANCH-04,Allow,Outbound,HTTP,192.168.2.76,43922,103.38.77.136,53,31041,160855,109,India,None,ALLOW_OUTBOUND_WEB
FW-201896,2026-06-04 14:11:15,FW-BRANCH-04,Block,Inbound,TCP,179.43.128.55,32290,192.168.2.76,3389,491,0,0,Iran,Blocked_Suspicious_IP,BLOCK_BLACKLIST_IP
FW-200087,2026-06-04 14:15:09,FW-DMZ-03,Allow,Outbound,TCP,192.168.1.242,50785,103.35.62.67,53,6451,77808,226,India,None,ALLOW_OUTBOUND_WEB
FW-200524,2026-06-04 15:13:09,FW-CORE-01,Allow,Outbound,TCP,192.168.1.85,53975,103.24.5.216,8080,18407,104717,264,India,None,ALLOW_OUTBOUND_WEB
FW-201908,2026-06-04 16:58:18,FW-DMZ-03,Block,Inbound,TCP,179.43.128.55,11294,192.168.4.210,135,462,0,0,Russia,Blocked_Suspicious_IP,BLOCK_BLACKLIST_IP
FW-200353,2026-06-04 17:39:26,FW-BRANCH-04,Allow,Outbound,HTTPS,192.168.1.206,59021,103.167.121.211,53,1861,59136,244,USA,None,ALLOW_OUTBOUND_WEB
FW-202154,2026-06-04 18:30:43,FW-BRANCH-04,Block,Inbound,RDP,103.156.136.64,10962,192.168.2.123,143,132,0,0,India,None,BLOCK_INBOUND_DEFAULT
FW-201651,2026-06-04 18:32:06,FW-CORE-01,Block,Inbound,UDP,179.43.128.55,34350,192.168.1.242,445,450,0,0,Iran,Blocked_Suspicious_IP,BLOCK_BLACKLIST_IP
FW-200101,2026-06-04 19:39:58,FW-DMZ-03,Allow,Outbound,HTTP,192.168.2.123,10828,103.121.53.58,8080,26551,146842,62,USA,None,ALLOW_OUTBOUND_WEB
FW-200114,2026-06-04 19:58:09,FW-CORE-01,Allow,Outbound,TCP,192.168.1.51,21874,103.156.136.64,53,975,157662,48,India,None,ALLOW_OUTBOUND_WEB
FW-202269,2026-06-04 22:55:22,FW-DMZ-03,Block,Inbound,SSH,103.198.98.248,48243,192.168.1.51,8443,414,0,0,India,None,BLOCK_INBOUND_DEFAULT
FW-202089,2026-06-04 23:18:36,FW-EDGE-02,Allow,Outbound,FTP,192.168.2.39,42547,198.199.119.148,21,30131481,249,488,China,Possible_Data_Exfiltration,ALERT_LARGE_OUTBOUND
FW-200251,2026-06-05 00:06:39,FW-BRANCH-04,Allow,Outbound,HTTPS,192.168.3.73,43327,103.113.153.181,443,30409,177804,40,India,None,ALLOW_OUTBOUND_WEB
FW-200509,2026-06-05 00:16:23,FW-DMZ-03,Allow,Outbound,TCP,192.168.2.123,14770,103.23.171.237,80,4357,147064,188,USA,None,ALLOW_OUTBOUND_WEB
FW-202243,2026-06-05 01:00:16,FW-EDGE-02,Block,Inbound,DNS,103.24.5.216,32943,192.168.4.50,53,481,0,0,Japan,None,BLOCK_INBOUND_DEFAULT
FW-202118,2026-06-05 01:24:12,FW-BRANCH-04,Allow,Outbound,HTTPS,192.168.4.247,33326,198.199.119.148,21,29249783,220,353,China,Possible_Data_Exfiltration,ALERT_LARGE_OUTBOUND
FW-201053,2026-06-05 03:54:16,FW-BRANCH-04,Allow,Outbound,TCP,192.168.4.204,62345,103.198.250.104,53,38299,21592,23,Singapore,None,ALLOW_OUTBOUND_WEB
FW-200556,2026-06-05 04:02:17,FW-CORE-01,Allow,Outbound,HTTPS,192.168.4.50,31839,103.100.250.122,80,33806,171517,143,UK,None,ALLOW_OUTBOUND_WEB
FW-200387,2026-06-05 05:14:01,FW-DMZ-03,Allow,Outbound,HTTP,192.168.4.204,16811,103.198.98.248,80,16611,164463,88,Singapore,None,ALLOW_OUTBOUND_WEB
FW-200300,2026-06-05 06:22:07,FW-BRANCH-04,Allow,Outbound,DNS,192.168.2.39,16047,103.32.90.240,8080,44255,38592,5,Singapore,None,ALLOW_OUTBOUND_WEB
FW-200578,2026-06-05 06:27:03,FW-BRANCH-04,Allow,Outbound,HTTPS,192.168.3.171,64328,103.50.19.21,53,12468,145740,15,India,None,ALLOW_OUTBOUND_WEB
FW-200708,2026-06-05 06:32:31,FW-BRANCH-04,Allow,Outbound,HTTP,192.168.3.171,49620,103.136.15.213,53,39596,89578,190,India,None,ALLOW_OUTBOUND_WEB
FW-200470,2026-06-05 06:35:45,FW-CORE-01,Allow,Outbound,HTTP,192.168.3.163,45563,103.113.153.181,53,8503,36640,224,India,None,ALLOW_OUTBOUND_WEB
FW-201926,2026-06-05 07:29:38,FW-CORE-01,Block,Inbound,TCP,185.220.101.45,33830,192.168.3.130,445,379,0,0,Iran,Blocked_Suspicious_IP,BLOCK_BLACKLIST_IP
FW-202062,2026-06-05 08:39:57,FW-CORE-01,Block,Inbound,TCP,45.33.32.156,10442,192.168.4.210,3389,204,54,1,Russia,RDP_BruteForce,ALERT_RDP_BRUTEFORCE
FW-201886,2026-06-05 09:06:57,FW-CORE-01,Block,Inbound,TCP,45.33.32.156,54309,192.168.3.9,22,226,0,0,Romania,Blocked_Suspicious_IP,BLOCK_BLACKLIST_IP
FW-200308,2026-06-05 11:04:01,FW-DMZ-03,Allow,Outbound,HTTPS,192.168.5.32,8202,103.60.172.129,8080,3668,189255,190,Singapore,None,ALLOW_OUTBOUND_WEB
FW-200215,2026-06-05 11:19:30,FW-EDGE-02,Allow,Outbound,DNS,192.168.1.212,7493,103.23.171.237,53,24894,78290,95,India,None,ALLOW_OUTBOUND_WEB
FW-202346,2026-06-05 11:27:51,FW-DMZ-03,Block,Inbound,HTTPS,103.193.150.243,64639,192.168.3.2,110,368,0,0,USA,None,BLOCK_INBOUND_DEFAULT
FW-200118,2026-06-05 14:42:52,FW-CORE-01,Allow,Outbound,TCP,192.168.1.63,55287,103.27.227.219,53,6494,52499,104,India,None,ALLOW_OUTBOUND_WEB
FW-200170,2026-06-05 15:59:41,FW-BRANCH-04,Allow,Outbound,TCP,192.168.5.143,32969,103.4.243.253,443,42364,118869,155,UK,None,ALLOW_OUTBOUND_WEB
FW-201734,2026-06-05 16:30:18,FW-BRANCH-04,Block,Inbound,UDP,91.191.209.33,21477,192.168.5.86,135,203,0,0,North Korea,Blocked_Suspicious_IP,BLOCK_BLACKLIST_IP
FW-201786,2026-06-05 16:31:13,FW-CORE-01,Block,Inbound,UDP,194.165.16.72,8059,192.168.5.86,1433,385,0,0,Iran,Blocked_Suspicious_IP,BLOCK_BLACKLIST_IP
FW-201720,2026-06-05 16:43:00,FW-BRANCH-04,Block,Inbound,TCP,194.165.16.72,28737,192.168.3.171,22,261,0,0,Romania,Blocked_Suspicious_IP,BLOCK_BLACKLIST_IP
FW-202131,2026-06-05 16:50:45,FW-CORE-01,Block,Inbound,ICMP,103.54.198.215,13356,192.168.1.85,21,341,0,0,India,None,BLOCK_INBOUND_DEFAULT
FW-200772,2026-06-05 16:56:20,FW-BRANCH-04,Allow,Outbound,HTTPS,192.168.2.31,31409,103.121.53.58,8080,43702,128782,201,India,None,ALLOW_OUTBOUND_WEB
FW-200304,2026-06-05 17:34:20,FW-EDGE-02,Allow,Outbound,TCP,192.168.2.245,36431,103.130.232.145,8080,10652,163378,22,Singapore,None,ALLOW_OUTBOUND_WEB
FW-200063,2026-06-05 17:49:40,FW-CORE-01,Allow,Outbound,HTTP,192.168.2.245,29633,103.182.190.55,443,12746,86692,38,Singapore,None,ALLOW_OUTBOUND_WEB
FW-200807,2026-06-05 17:53:00,FW-BRANCH-04,Allow,Outbound,DNS,192.168.2.31,38559,103.119.212.21,8080,7095,176070,97,Singapore,None,ALLOW_OUTBOUND_WEB
